id,employee_name,salary_rice_kg,allowance_value_idr
22637,Siti Dani,15,225000
22638,Rini Kusuma,20,300000
22639,Budi Utami,20,300000
22640,Hadi Lestari,25,375000
22641,Siti Dani,20,300000
22642,Siti Rahma,20,300000
22643,Rini Setiawan,30,450000
22644,Eko Utami,30,450000
22645,Eko Mulyani,25,375000
22646,Dewi Kusuma,10,150000
22647,Andi Dani,30,450000
22648,Hadi Prasetyo,10,150000
22649,Siti Mulyani,30,450000
22650,Dewi Dani,10,150000
22651,Dewi Prasetyo,10,150000
22652,Budi Utami,25,375000
22653,Sri Setiawan,15,225000
22654,Ahmad Utami,25,375000
22655,Hadi Santoso,20,300000
22656,Siti Mulyani,30,450000
22657,Hadi Lestari,25,375000
22658,Rini Kusuma,15,225000
22659,Mega Mulyani,20,300000
22660,Dewi Wijaya,20,300000
22661,Rini Setiawan,25,375000
22662,Sri Prasetyo,25,375000
22663,Budi Lestari,15,225000
22664,Hadi Lestari,15,225000
22665,Budi Mulyani,25,375000
22666,Siti Rahma,30,450000
22667,Hadi Mulyani,30,450000
22668,Mega Mulyani,15,225000
22669,Eko Santoso,25,375000
22670,Dewi Santoso,25,375000
22671,Sri Prasetyo,10,150000
22672,Rini Lestari,15,225000
22673,Siti Santoso,20,300000
22674,Hadi Kusuma,25,375000
22675,Budi Lestari,30,450000
22676,Rini Utami,30,450000
22677,Budi Kusuma,20,300000
22678,Siti Setiawan,15,225000
22679,Ahmad Utami,25,375000
22680,Rini Dani,30,450000
22681,Ahmad Mulyani,25,375000
22682,Andi Setiawan,25,375000
22683,Budi Utami,25,375000
22684,Ahmad Dani,30,450000
22685,Hadi Rahma,25,375000
22686,Budi Kusuma,30,450000
22687,Hadi Dani,20,300000
22688,Dewi Setiawan,20,300000
22689,Siti Mulyani,25,375000
22690,Hadi Dani,30,450000
22691,Budi Santoso,15,225000
22692,Mega Prasetyo,10,150000
22693,Andi Lestari,10,150000
22694,Ahmad Prasetyo,10,150000
22695,Siti Utami,30,450000
22696,Rini Wijaya,25,375000
22697,Mega Prasetyo,20,300000
22698,Budi Wijaya,10,150000
22699,Siti Prasetyo,30,450000
22700,Rini Wijaya,25,375000
22701,Mega Mulyani,25,375000
22702,Sri Utami,30,450000
22703,Budi Setiawan,15,225000
22704,Budi Utami,20,300000
22705,Mega Prasetyo,15,225000
22706,Sri Dani,25,375000
22707,Mega Rahma,15,225000
22708,Sri Utami,10,150000
22709,Mega Santoso,25,375000
22710,Ahmad Setiawan,10,150000
22711,Andi Prasetyo,15,225000
22712,Ahmad Wijaya,20,300000
22713,Sri Utami,15,225000
22714,Sri Santoso,20,300000
22715,Dewi Santoso,15,225000
22716,Sri Dani,10,150000
22717,Hadi Rahma,10,150000
22718,Sri Kusuma,30,450000
22719,Hadi Lestari,15,225000
22720,Siti Rahma,10,150000
22721,Budi Utami,20,300000
22722,Rini Rahma,20,300000
22723,Ahmad Rahma,30,450000
22724,Eko Prasetyo,10,150000
22725,Siti Kusuma,15,225000
22726,Dewi Lestari,20,300000
22727,Mega Kusuma,30,450000
22728,Siti Wijaya,10,150000
22729,Mega Utami,20,300000
22730,Hadi Kusuma,25,375000
22731,Andi Santoso,15,225000
22732,Dewi Utami,30,450000
22733,Budi Rahma,30,450000
22734,Dewi Prasetyo,10,150000
22735,Dewi Setiawan,20,300000
22736,Siti Dani,10,150000
22737,Andi Wijaya,20,300000
22738,Siti Rahma,30,450000
22739,Ahmad Utami,25,375000
22740,Dewi Lestari,10,150000
22741,Rini Prasetyo,25,375000
22742,Mega Santoso,10,150000
22743,Dewi Santoso,20,300000
22744,Rini Utami,10,150000
22745,Siti Santoso,10,150000
22746,Mega Mulyani,10,150000
22747,Dewi Kusuma,20,300000
22748,Sri Prasetyo,30,450000
22749,Andi Prasetyo,30,450000
22750,Eko Kusuma,10,150000
22751,Andi Setiawan,10,150000
22752,Hadi Dani,15,225000
22753,Eko Dani,20,300000
22754,Budi Wijaya,15,225000
22755,Hadi Dani,30,450000
22756,Siti Setiawan,15,225000
22757,Eko Wijaya,30,450000
22758,Rini Prasetyo,10,150000
22759,Dewi Kusuma,30,450000
22760,Mega Setiawan,30,450000
22761,Dewi Rahma,15,225000
22762,Hadi Prasetyo,20,300000
22763,Eko Utami,15,225000
22764,Eko Prasetyo,20,300000
22765,Mega Setiawan,10,150000
22766,Mega Rahma,20,300000
22767,Mega Santoso,20,300000
22768,Hadi Dani,15,225000
22769,Sri Kusuma,15,225000
22770,Andi Lestari,20,300000
22771,Mega Dani,30,450000
22772,Ahmad Utami,10,150000
22773,Andi Prasetyo,25,375000
22774,Sri Mulyani,10,150000
22775,Sri Lestari,30,450000
22776,Sri Mulyani,25,375000
22777,Budi Utami,15,225000
22778,Andi Lestari,30,450000
22779,Rini Dani,30,450000
22780,Rini Mulyani,20,300000
22781,Eko Wijaya,30,450000
22782,Dewi Prasetyo,10,150000
22783,Sri Mulyani,30,450000
22784,Budi Lestari,10,150000
22785,Mega Setiawan,15,225000
22786,Siti Kusuma,10,150000
22787,Rini Utami,30,450000
22788,Dewi Santoso,10,150000
22789,Sri Prasetyo,15,225000
22790,Sri Rahma,15,225000
22791,Budi Santoso,30,450000
22792,Hadi Rahma,20,300000
22793,Siti Lestari,30,450000
22794,Siti Kusuma,10,150000
22795,Budi Dani,20,300000
22796,Eko Kusuma,30,450000
22797,Andi Mulyani,15,225000
22798,Hadi Setiawan,15,225000
22799,Siti Dani,15,225000
22800,Siti Rahma,30,450000
22801,Sri Lestari,20,300000
22802,Dewi Santoso,15,225000
22803,Dewi Mulyani,30,450000
22804,Rini Utami,10,150000
22805,Hadi Prasetyo,30,450000
22806,Andi Kusuma,30,450000
22807,Hadi Kusuma,30,450000
22808,Siti Lestari,15,225000
22809,Dewi Dani,25,375000
22810,Andi Prasetyo,25,375000
22811,Dewi Kusuma,10,150000
22812,Budi Santoso,30,450000
22813,Sri Utami,10,150000
22814,Mega Setiawan,10,150000
22815,Sri Prasetyo,10,150000
22816,Eko Prasetyo,30,450000
22817,Dewi Dani,20,300000
22818,Dewi Rahma,10,150000
22819,Budi Rahma,30,450000
22820,Ahmad Wijaya,10,150000
22821,Mega Dani,20,300000
22822,Siti Wijaya,30,450000
22823,Ahmad Mulyani,10,150000
22824,Ahmad Mulyani,15,225000
22825,Hadi Prasetyo,10,150000
22826,Dewi Santoso,30,450000
22827,Rini Rahma,30,450000
22828,Sri Mulyani,15,225000
22829,Rini Mulyani,15,225000
22830,Sri Santoso,20,300000
22831,Mega Utami,15,225000
22832,Ahmad Mulyani,30,450000
22833,Budi Utami,30,450000
22834,Ahmad Lestari,30,450000
22835,Andi Mulyani,15,225000
22836,Budi Kusuma,20,300000
22837,Eko Dani,15,225000
22838,Ahmad Setiawan,25,375000
22839,Mega Setiawan,20,300000
22840,Budi Lestari,30,450000
22841,Eko Prasetyo,10,150000
22842,Mega Prasetyo,30,450000
22843,Hadi Utami,25,375000
22844,Sri Prasetyo,30,450000
22845,Eko Mulyani,15,225000
22846,Budi Mulyani,10,150000
22847,Siti Santoso,10,150000
22848,Andi Lestari,30,450000
22849,Rini Santoso,30,450000
22850,Eko Mulyani,30,450000
22851,Sri Santoso,10,150000
22852,Budi Wijaya,25,375000
22853,Ahmad Lestari,25,375000
22854,Hadi Lestari,10,150000
22855,Dewi Rahma,25,375000
22856,Hadi Utami,25,375000
22857,Rini Setiawan,30,450000
22858,Rini Lestari,15,225000
22859,Hadi Lestari,25,375000
22860,Siti Mulyani,20,300000
22861,Budi Utami,20,300000
22862,Rini Utami,15,225000
22863,Sri Rahma,25,375000
22864,Sri Lestari,20,300000
22865,Hadi Prasetyo,30,450000
22866,Mega Kusuma,30,450000
22867,Ahmad Wijaya,10,150000
22868,Sri Santoso,20,300000
22869,Siti Prasetyo,20,300000
22870,Sri Rahma,15,225000
22871,Dewi Lestari,10,150000
22872,Rini Prasetyo,10,150000
22873,Rini Santoso,15,225000
22874,Budi Utami,25,375000
22875,Eko Utami,15,225000
22876,Siti Mulyani,25,375000
22877,Ahmad Wijaya,15,225000
22878,Eko Utami,30,450000
22879,Andi Setiawan,10,150000
22880,Siti Utami,10,150000
22881,Budi Setiawan,20,300000
22882,Siti Utami,30,450000
22883,Budi Santoso,25,375000
22884,Budi Utami,10,150000
22885,Dewi Dani,15,225000
22886,Budi Mulyani,20,300000
22887,Siti Prasetyo,30,450000
22888,Rini Kusuma,15,225000
22889,Andi Setiawan,20,300000
22890,Andi Setiawan,15,225000
22891,Dewi Utami,25,375000
22892,Budi Setiawan,15,225000
22893,Mega Mulyani,30,450000
22894,Ahmad Setiawan,20,300000
22895,Andi Prasetyo,25,375000
22896,Mega Prasetyo,25,375000
22897,Hadi Lestari,10,150000
22898,Sri Rahma,30,450000
22899,Mega Wijaya,15,225000
22900,Ahmad Prasetyo,15,225000
22901,Hadi Rahma,15,225000
22902,Andi Setiawan,20,300000
22903,Ahmad Rahma,10,150000
22904,Ahmad Santoso,15,225000
22905,Dewi Dani,30,450000
22906,Ahmad Kusuma,20,300000
22907,Budi Kusuma,10,150000
22908,Budi Santoso,15,225000
22909,Andi Dani,15,225000
22910,Mega Utami,25,375000
22911,Dewi Utami,20,300000
22912,Mega Rahma,15,225000
22913,Mega Rahma,25,375000
22914,Dewi Kusuma,10,150000
22915,Mega Prasetyo,30,450000
22916,Hadi Kusuma,15,225000
22917,Hadi Santoso,30,450000
22918,Ahmad Rahma,15,225000
22919,Siti Kusuma,10,150000
22920,Mega Wijaya,10,150000
22921,Budi Lestari,15,225000
22922,Hadi Kusuma,25,375000
22923,Mega Dani,10,150000
22924,Andi Kusuma,20,300000
22925,Andi Santoso,10,150000
22926,Rini Mulyani,10,150000
22927,Andi Prasetyo,30,450000
22928,Hadi Lestari,30,450000
22929,Sri Mulyani,20,300000
22930,Hadi Santoso,20,300000
22931,Mega Wijaya,30,450000
22932,Sri Mulyani,10,150000
22933,Mega Setiawan,10,150000
22934,Dewi Prasetyo,20,300000
22935,Budi Mulyani,30,450000
22936,Dewi Setiawan,15,225000
22937,Rini Wijaya,30,450000
22938,Siti Mulyani,10,150000
22939,Siti Lestari,30,450000
22940,Eko Mulyani,15,225000
22941,Andi Wijaya,10,150000
22942,Hadi Santoso,15,225000
22943,Dewi Mulyani,15,225000
22944,Siti Mulyani,20,300000
22945,Sri Rahma,25,375000
22946,Mega Rahma,10,150000
22947,Andi Wijaya,20,300000
22948,Eko Kusuma,20,300000
22949,Dewi Lestari,20,300000
22950,Eko Rahma,15,225000
22951,Rini Dani,25,375000
22952,Ahmad Mulyani,30,450000
22953,Dewi Dani,30,450000
22954,Siti Lestari,20,300000
22955,Budi Wijaya,20,300000
22956,Budi Utami,25,375000
22957,Mega Mulyani,15,225000
22958,Ahmad Prasetyo,30,450000
22959,Budi Mulyani,10,150000
22960,Mega Rahma,20,300000
22961,Hadi Rahma,10,150000
22962,Ahmad Santoso,10,150000
22963,Mega Lestari,20,300000
22964,Eko Santoso,10,150000
22965,Dewi Utami,15,225000
22966,Mega Wijaya,25,375000
22967,Rini Rahma,20,300000
22968,Budi Santoso,30,450000
22969,Dewi Utami,20,300000
22970,Dewi Mulyani,20,300000
22971,Budi Utami,25,375000
22972,Ahmad Kusuma,15,225000
22973,Siti Kusuma,10,150000
22974,Andi Santoso,10,150000
22975,Budi Dani,10,150000
22976,Siti Prasetyo,25,375000
22977,Sri Mulyani,10,150000
22978,Ahmad Lestari,20,300000
22979,Dewi Mulyani,10,150000
22980,Siti Rahma,10,150000
22981,Siti Prasetyo,10,150000
22982,Ahmad Dani,20,300000
22983,Eko Setiawan,30,450000
22984,Ahmad Rahma,20,300000
22985,Andi Utami,10,150000
22986,Ahmad Wijaya,15,225000
22987,Siti Prasetyo,10,150000
22988,Hadi Utami,20,300000
22989,Sri Dani,30,450000
22990,Ahmad Rahma,30,450000
22991,Budi Prasetyo,25,375000
22992,Mega Prasetyo,15,225000
22993,Budi Setiawan,20,300000
22994,Dewi Utami,20,300000
22995,Andi Utami,10,150000
22996,Andi Utami,20,300000
22997,Andi Santoso,10,150000
22998,Sri Lestari,10,150000
22999,Andi Prasetyo,20,300000
23000,Mega Utami,15,225000
23001,Budi Utami,30,450000
23002,Eko Utami,30,450000
23003,Sri Wijaya,20,300000
23004,Budi Mulyani,20,300000
23005,Andi Lestari,25,375000
23006,Dewi Setiawan,25,375000
23007,Dewi Setiawan,30,450000
23008,Sri Kusuma,30,450000
23009,Eko Setiawan,20,300000
23010,Budi Kusuma,10,150000
23011,Eko Wijaya,15,225000
23012,Ahmad Lestari,15,225000
23013,Budi Rahma,10,150000
23014,Hadi Santoso,15,225000
23015,Sri Wijaya,25,375000
23016,Rini Wijaya,15,225000
23017,Ahmad Lestari,30,450000
23018,Sri Setiawan,25,375000
23019,Andi Utami,15,225000
23020,Budi Lestari,10,150000
23021,Mega Utami,10,150000
23022,Andi Dani,20,300000
23023,Dewi Dani,10,150000
23024,Dewi Kusuma,25,375000
23025,Siti Prasetyo,10,150000
23026,Mega Dani,20,300000
23027,Eko Santoso,25,375000
23028,Budi Utami,30,450000
23029,Hadi Setiawan,25,375000
23030,Budi Rahma,15,225000
23031,Budi Lestari,25,375000
23032,Eko Lestari,20,300000
23033,Ahmad Rahma,15,225000
23034,Budi Kusuma,15,225000
23035,Siti Mulyani,10,150000
23036,Siti Prasetyo,30,450000
23037,Sri Santoso,15,225000
23038,Ahmad Utami,10,150000
23039,Budi Utami,30,450000
23040,Budi Mulyani,25,375000
23041,Siti Kusuma,30,450000
23042,Budi Dani,20,300000
23043,Mega Santoso,10,150000
23044,Ahmad Setiawan,20,300000
23045,Siti Kusuma,25,375000
23046,Siti Mulyani,25,375000
23047,Hadi Kusuma,10,150000
23048,Hadi Lestari,25,375000
23049,Dewi Utami,30,450000
23050,Mega Utami,25,375000
23051,Mega Wijaya,10,150000
23052,Ahmad Prasetyo,30,450000
23053,Dewi Utami,25,375000
23054,Andi Utami,30,450000
23055,Budi Dani,15,225000
23056,Sri Santoso,25,375000
23057,Budi Utami,25,375000
23058,Hadi Setiawan,10,150000
23059,Budi Prasetyo,30,450000
23060,Mega Rahma,20,300000
23061,Rini Setiawan,15,225000
23062,Ahmad Utami,20,300000
23063,Andi Utami,20,300000
23064,Andi Dani,30,450000
23065,Siti Prasetyo,30,450000
23066,Hadi Wijaya,20,300000
23067,Mega Kusuma,10,150000
23068,Ahmad Santoso,20,300000
23069,Siti Rahma,20,300000
23070,Budi Kusuma,15,225000
23071,Mega Santoso,30,450000
23072,Budi Mulyani,20,300000
23073,Dewi Wijaya,15,225000
23074,Mega Kusuma,25,375000
23075,Budi Setiawan,30,450000
23076,Rini Utami,25,375000
23077,Mega Setiawan,10,150000
23078,Siti Setiawan,25,375000
23079,Hadi Kusuma,20,300000
23080,Budi Prasetyo,10,150000
23081,Budi Dani,30,450000
23082,Andi Mulyani,15,225000
23083,Mega Setiawan,25,375000
23084,Sri Lestari,25,375000
23085,Ahmad Santoso,15,225000
23086,Sri Prasetyo,20,300000
23087,Andi Setiawan,20,300000
23088,Eko Rahma,25,375000
23089,Dewi Prasetyo,25,375000
23090,Andi Wijaya,20,300000
23091,Sri Mulyani,20,300000
23092,Eko Mulyani,15,225000
23093,Sri Utami,20,300000
23094,Mega Lestari,15,225000
23095,Rini Wijaya,15,225000
23096,Dewi Rahma,30,450000
23097,Mega Dani,10,150000
23098,Sri Mulyani,20,300000
23099,Mega Utami,10,150000
23100,Sri Setiawan,25,375000
23101,Andi Prasetyo,20,300000
23102,Andi Utami,25,375000
23103,Sri Wijaya,10,150000
23104,Eko Kusuma,20,300000
23105,Eko Wijaya,30,450000
23106,Mega Setiawan,20,300000
23107,Dewi Rahma,10,150000
23108,Sri Santoso,10,150000
23109,Sri Setiawan,15,225000
23110,Mega Santoso,20,300000
23111,Budi Kusuma,20,300000
23112,Dewi Setiawan,10,150000
23113,Hadi Setiawan,20,300000
23114,Hadi Santoso,10,150000
23115,Dewi Utami,25,375000
23116,Dewi Lestari,15,225000
23117,Andi Utami,15,225000
23118,Budi Prasetyo,10,150000
23119,Eko Mulyani,10,150000
23120,Mega Prasetyo,30,450000
23121,Siti Rahma,15,225000
23122,Hadi Santoso,10,150000
23123,Budi Rahma,20,300000
23124,Dewi Kusuma,30,450000
23125,Dewi Santoso,25,375000
23126,Rini Dani,10,150000
23127,Andi Rahma,20,300000
23128,Rini Dani,15,225000
23129,Eko Mulyani,20,300000
23130,Rini Santoso,20,300000
23131,Mega Kusuma,15,225000
23132,Ahmad Dani,15,225000
23133,Eko Utami,20,300000
23134,Rini Wijaya,20,300000
23135,Andi Mulyani,10,150000
23136,Ahmad Santoso,30,450000
23137,Sri Santoso,25,375000
23138,Andi Wijaya,20,300000
23139,Eko Santoso,10,150000
23140,Sri Mulyani,25,375000
23141,Andi Setiawan,10,150000
23142,Hadi Wijaya,15,225000
23143,Budi Prasetyo,30,450000
23144,Siti Wijaya,25,375000
23145,Ahmad Prasetyo,15,225000
23146,Dewi Rahma,25,375000
23147,Ahmad Utami,20,300000
23148,Ahmad Setiawan,15,225000
23149,Rini Kusuma,10,150000
23150,Dewi Lestari,25,375000
23151,Ahmad Wijaya,20,300000
23152,Dewi Wijaya,30,450000
23153,Ahmad Prasetyo,25,375000
23154,Rini Kusuma,30,450000
23155,Sri Wijaya,25,375000
23156,Ahmad Santoso,10,150000
23157,Ahmad Lestari,10,150000
23158,Budi Rahma,25,375000
23159,Ahmad Rahma,10,150000
23160,Siti Setiawan,30,450000
23161,Ahmad Mulyani,25,375000
23162,Ahmad Dani,10,150000
23163,Mega Utami,15,225000
23164,Sri Rahma,10,150000
23165,Eko Setiawan,20,300000
23166,Andi Kusuma,15,225000
23167,Sri Rahma,15,225000
23168,Sri Setiawan,25,375000
23169,Andi Prasetyo,20,300000
23170,Sri Kusuma,10,150000
23171,Siti Setiawan,20,300000
23172,Rini Prasetyo,30,450000
23173,Hadi Lestari,20,300000
23174,Ahmad Kusuma,30,450000
23175,Eko Setiawan,20,300000
23176,Sri Utami,25,375000
23177,Rini Dani,10,150000
23178,Eko Lestari,15,225000
23179,Ahmad Prasetyo,30,450000
23180,Ahmad Setiawan,30,450000
23181,Eko Santoso,20,300000
23182,Rini Santoso,15,225000
23183,Rini Wijaya,20,300000
23184,Andi Prasetyo,30,450000
23185,Rini Wijaya,30,450000
23186,Budi Prasetyo,20,300000
23187,Andi Dani,25,375000
23188,Siti Rahma,15,225000
23189,Mega Setiawan,20,300000
23190,Andi Kusuma,15,225000
23191,Mega Kusuma,15,225000
23192,Andi Wijaya,10,150000
23193,Ahmad Santoso,30,450000
23194,Sri Prasetyo,15,225000
23195,Rini Mulyani,10,150000
23196,Budi Wijaya,25,375000
23197,Siti Utami,15,225000
23198,Dewi Rahma,20,300000
23199,Dewi Santoso,25,375000
23200,Hadi Prasetyo,25,375000
23201,Hadi Dani,25,375000
23202,Mega Wijaya,30,450000
23203,Andi Santoso,10,150000
23204,Andi Utami,30,450000
23205,Budi Lestari,25,375000
23206,Mega Dani,30,450000
23207,Andi Kusuma,20,300000
23208,Mega Lestari,20,300000
23209,Andi Dani,30,450000
23210,Rini Lestari,25,375000
23211,Ahmad Rahma,25,375000
23212,Sri Prasetyo,10,150000
23213,Siti Kusuma,20,300000
23214,Sri Prasetyo,30,450000
23215,Ahmad Lestari,30,450000
23216,Mega Lestari,25,375000
23217,Mega Prasetyo,25,375000
23218,Sri Utami,30,450000
23219,Mega Dani,20,300000
23220,Ahmad Mulyani,25,375000
23221,Rini Wijaya,30,450000
23222,Sri Utami,20,300000
23223,Dewi Kusuma,30,450000
23224,Mega Prasetyo,15,225000
23225,Sri Setiawan,30,450000
23226,Eko Lestari,15,225000
23227,Rini Kusuma,10,150000
23228,Siti Setiawan,25,375000
23229,Andi Utami,15,225000
23230,Hadi Utami,15,225000
23231,Mega Dani,10,150000
23232,Ahmad Wijaya,10,150000
23233,Dewi Dani,30,450000
23234,Sri Prasetyo,15,225000
23235,Ahmad Santoso,30,450000
23236,Hadi Utami,10,150000
23237,Dewi Utami,10,150000
23238,Sri Prasetyo,25,375000
23239,Ahmad Wijaya,25,375000
23240,Eko Setiawan,15,225000
23241,Dewi Utami,30,450000
23242,Sri Kusuma,30,450000
23243,Ahmad Utami,30,450000
23244,Budi Lestari,15,225000
23245,Siti Santoso,15,225000
23246,Ahmad Prasetyo,15,225000
23247,Rini Kusuma,30,450000
23248,Rini Wijaya,20,300000
23249,Eko Wijaya,20,300000
23250,Budi Kusuma,15,225000
23251,Siti Prasetyo,20,300000
23252,Ahmad Wijaya,25,375000
23253,Mega Dani,10,150000
23254,Sri Wijaya,10,150000
23255,Rini Santoso,25,375000
23256,Mega Utami,30,450000
23257,Mega Setiawan,30,450000
23258,Rini Mulyani,20,300000
23259,Eko Wijaya,30,450000
23260,Dewi Wijaya,25,375000
23261,Mega Setiawan,20,300000
23262,Rini Dani,25,375000
23263,Hadi Rahma,10,150000
23264,Ahmad Rahma,15,225000
23265,Dewi Rahma,30,450000
23266,Sri Mulyani,25,375000
23267,Andi Utami,30,450000
23268,Rini Dani,30,450000
23269,Siti Utami,10,150000
23270,Sri Utami,25,375000
23271,Ahmad Dani,15,225000
23272,Sri Santoso,20,300000
23273,Siti Dani,25,375000
23274,Rini Mulyani,20,300000
23275,Sri Setiawan,20,300000
23276,Ahmad Wijaya,20,300000
23277,Andi Setiawan,15,225000
23278,Hadi Mulyani,10,150000
23279,Mega Rahma,20,300000
23280,Andi Santoso,20,300000
23281,Dewi Dani,25,375000
23282,Siti Rahma,25,375000
23283,Eko Kusuma,10,150000
23284,Hadi Dani,10,150000
23285,Hadi Rahma,10,150000
23286,Mega Prasetyo,25,375000
23287,Eko Utami,20,300000
23288,Ahmad Wijaya,30,450000
23289,Sri Prasetyo,25,375000
23290,Dewi Kusuma,10,150000
23291,Budi Kusuma,30,450000
23292,Hadi Santoso,30,450000
23293,Siti Utami,30,450000
23294,Rini Setiawan,20,300000
23295,Siti Rahma,25,375000
23296,Siti Prasetyo,10,150000
23297,Mega Kusuma,15,225000
23298,Rini Lestari,25,375000
23299,Rini Setiawan,15,225000
23300,Ahmad Wijaya,10,150000
23301,Sri Rahma,15,225000
23302,Mega Setiawan,30,450000
23303,Rini Santoso,25,375000
23304,Rini Dani,20,300000
23305,Ahmad Utami,15,225000
23306,Budi Dani,10,150000
23307,Hadi Dani,10,150000
23308,Rini Setiawan,30,450000
23309,Dewi Wijaya,15,225000
23310,Rini Rahma,10,150000
23311,Hadi Santoso,30,450000
23312,Andi Kusuma,25,375000
23313,Dewi Santoso,20,300000
23314,Sri Wijaya,10,150000
23315,Siti Santoso,30,450000
23316,Eko Setiawan,20,300000
23317,Siti Kusuma,10,150000
23318,Andi Setiawan,20,300000
23319,Siti Santoso,20,300000
23320,Andi Utami,10,150000
23321,Siti Setiawan,10,150000
23322,Eko Mulyani,10,150000
23323,Siti Mulyani,15,225000
23324,Siti Wijaya,30,450000
23325,Rini Prasetyo,25,375000
23326,Siti Kusuma,15,225000
23327,Siti Kusuma,15,225000
23328,Sri Setiawan,10,150000
23329,Eko Lestari,25,375000
23330,Mega Kusuma,10,150000
23331,Hadi Utami,30,450000
23332,Eko Dani,15,225000
23333,Mega Dani,25,375000
23334,Hadi Dani,20,300000
23335,Andi Wijaya,30,450000
23336,Rini Setiawan,10,150000
23337,Dewi Santoso,10,150000
23338,Hadi Lestari,10,150000
23339,Budi Dani,15,225000
23340,Andi Rahma,25,375000
23341,Sri Mulyani,25,375000
23342,Siti Utami,20,300000
23343,Ahmad Setiawan,20,300000
23344,Rini Santoso,10,150000
23345,Budi Wijaya,15,225000
23346,Rini Utami,20,300000
23347,Ahmad Wijaya,30,450000
23348,Mega Wijaya,30,450000
23349,Siti Utami,10,150000
23350,Mega Santoso,10,150000
23351,Sri Prasetyo,30,450000
23352,Siti Prasetyo,30,450000
23353,Andi Rahma,15,225000
23354,Eko Lestari,25,375000
23355,Rini Rahma,20,300000
23356,Rini Dani,15,225000
23357,Sri Kusuma,20,300000
23358,Hadi Prasetyo,20,300000
23359,Mega Setiawan,30,450000
23360,Eko Dani,25,375000
23361,Sri Wijaya,20,300000
23362,Andi Santoso,30,450000
23363,Dewi Rahma,20,300000
23364,Ahmad Dani,25,375000
23365,Eko Utami,10,150000
23366,Rini Prasetyo,30,450000
23367,Budi Dani,30,450000
23368,Dewi Prasetyo,15,225000
23369,Siti Kusuma,25,375000
23370,Ahmad Prasetyo,25,375000
23371,Hadi Rahma,10,150000
23372,Sri Lestari,15,225000
23373,Andi Dani,15,225000
23374,Hadi Lestari,30,450000
23375,Hadi Utami,10,150000
23376,Andi Utami,10,150000
23377,Rini Wijaya,25,375000
23378,Eko Santoso,25,375000
23379,Budi Rahma,30,450000
23380,Andi Dani,25,375000
23381,Eko Kusuma,15,225000
23382,Ahmad Dani,30,450000
23383,Rini Rahma,15,225000
23384,Mega Lestari,30,450000
23385,Eko Kusuma,30,450000
23386,Rini Setiawan,20,300000
23387,Eko Mulyani,10,150000
23388,Andi Prasetyo,15,225000
23389,Budi Rahma,20,300000
23390,Andi Santoso,25,375000
23391,Budi Wijaya,15,225000
23392,Mega Dani,25,375000
23393,Mega Lestari,25,375000
23394,Siti Setiawan,25,375000
23395,Mega Dani,25,375000
23396,Rini Wijaya,20,300000
23397,Ahmad Prasetyo,20,300000
23398,Dewi Wijaya,30,450000
23399,Hadi Santoso,15,225000
23400,Dewi Lestari,10,150000
23401,Dewi Rahma,10,150000
23402,Budi Utami,10,150000
23403,Sri Mulyani,20,300000
23404,Budi Utami,20,300000
23405,Rini Rahma,25,375000
23406,Hadi Wijaya,25,375000
23407,Ahmad Rahma,25,375000
23408,Dewi Dani,20,300000
23409,Hadi Santoso,10,150000
23410,Mega Rahma,25,375000
23411,Andi Dani,25,375000
23412,Hadi Santoso,15,225000
23413,Rini Prasetyo,30,450000
23414,Budi Prasetyo,10,150000
23415,Ahmad Rahma,20,300000
23416,Eko Lestari,10,150000
23417,Eko Kusuma,15,225000
23418,Mega Wijaya,30,450000
23419,Dewi Lestari,20,300000
23420,Ahmad Prasetyo,25,375000
23421,Andi Rahma,10,150000
23422,Hadi Santoso,10,150000
23423,Andi Kusuma,20,300000
23424,Hadi Rahma,25,375000
23425,Sri Prasetyo,25,375000
23426,Dewi Kusuma,30,450000
23427,Andi Kusuma,30,450000
23428,Hadi Prasetyo,30,450000
23429,Siti Wijaya,30,450000
23430,Ahmad Dani,10,150000
23431,Siti Dani,15,225000
23432,Ahmad Utami,30,450000
23433,Hadi Utami,15,225000
23434,Siti Wijaya,20,300000
23435,Dewi Rahma,25,375000
23436,Sri Dani,20,300000
23437,Ahmad Utami,10,150000
23438,Sri Setiawan,30,450000
23439,Siti Utami,25,375000
23440,Sri Rahma,20,300000
23441,Sri Utami,10,150000
23442,Rini Utami,30,450000
23443,Siti Wijaya,10,150000
23444,Eko Lestari,15,225000
23445,Budi Setiawan,15,225000
23446,Eko Utami,15,225000
23447,Andi Dani,10,150000
23448,Sri Dani,20,300000
23449,Ahmad Utami,25,375000
23450,Eko Wijaya,25,375000
23451,Eko Rahma,20,300000
23452,Rini Utami,30,450000
23453,Ahmad Setiawan,30,450000
23454,Rini Lestari,20,300000
23455,Hadi Utami,15,225000
23456,Sri Utami,20,300000
23457,Eko Wijaya,15,225000
23458,Dewi Lestari,25,375000
23459,Mega Dani,10,150000
23460,Eko Rahma,20,300000
23461,Ahmad Mulyani,20,300000
23462,Andi Wijaya,10,150000
23463,Mega Dani,10,150000
23464,Eko Wijaya,15,225000
23465,Andi Santoso,10,150000
23466,Siti Mulyani,30,450000
23467,Andi Dani,25,375000
23468,Sri Prasetyo,20,300000
23469,Rini Prasetyo,30,450000
